bam	avg_depth	base_coverage
BGI3-RET4a-QG557-41dba-be5ac.bam 1.08563 559527
BGI3-RET3b-QX1215-3e889-6649e.bam 23.0697 2219832168
BGI3-RET4a-NIC198-07332-88cc7.bam 16.9328 1610434597
BGI3-RET4a-NIC4-2e8ba-7400c.bam 11.1396 1060341813
BGI3-RET4a-DL200-67f63-6be82.bam 23.8138 2350517690
BGI3-RET3b-QX2268-7f251-368a8.bam 25.8103 2521848054
BGI3-RET4a-ED3048-b9682-25238.bam 32.2736 3184979968
BGI3-RET4a-LSJ1-058c0-713e4.bam 29.8858 2955332259
BGI3-RET4a-NIC231-a6f23-e060a.bam 23.6221 2318013204
BGI3-RET4a-JU1896-0dcaa-f4733.bam 30.3803 2994930941
BGI3-RET4b-CB4855_UK-3f432-81980.bam 16.1521 1564375800
BGI3-RET4a-ED3073-e0ff3-eaac9.bam 35.8089 3526716169
BGI3-RET4a-JU1400-70227-56504.bam 35.4357 3479773290
BGI3-RET4b-CX11292-90d73-0d732.bam 20.9282 2047093718
BGI3-RET4b-JU1172-d36f7-90cdd.bam 22.8557 2252459363
BGI3-RET4b-JU394-0c024-c4e17.bam 12.8085 1220531749
BGI3-RET4b-CB4858_CGC-04367-6cfe1.bam 18.0563 1753222972
BGI3-RET4a-QX1212-482ac-4d1a5.bam 29.1909 2867496465
BGI3-RET4b-JU1516-966e7-ebca7.bam 16.9023 1668028445
BGI3-RET4b-JU1242-24c08-61736.bam 28.2702 2784741351
BGI3-RET4b-JU642-f798e-8949e.bam 19.931 1946889004
BGI3-RET4b-JU310-39a35-6f259.bam 21.3311 2087603235
BGI3-RET4b-QX1233-5bda9-7ad6e.bam 26.2172 2569719314
BGI3-RET4b-QX2267-d5236-f3ed6.bam 25.5382 2486570185
BGI3-RET5a-JU1213-1217a-22719.bam 17.7033 1722125346
BGI3-RET4b-WN2014-090e6-19ca5.bam 21.5421 2089991823
BGI3-RET5a-EG4724-8d9d2-5e147.bam 22.1403 2151398151
BGI3-RET5a-ED3005-a5ebc-46b79.bam 33.7108 3314964028
BGI3-RET5a-CX11307-13aa1-71b9b.bam 35.1035 3462261964
BGI3-RET5a-CX11264-94f8c-db2bc.bam 30.2696 2953581703
BGI3-RET5a-NIC166-3fb9d-43285.bam 18.6322 1792889215
BGI3-RET5a-JU1409-96d8e-5c9e5.bam 26.7268 2632553680
BGI3-RET5a-RC301-d649f-a8e9b.bam 16.0304 1561123388
BGI3-RET5a-JU1568-ef160-2885c.bam 32.5381 3230287731
BGI3-RET5a-NIC237-8736f-da50e.bam 22.6064 2187569350
BGI3-RET5a-JU751-c2866-99bfa.bam 32.0416 3152066948
BGI3-RET5a-NIC195-91ec7-c9e84.bam 22.9891 2211608734
BGI3-RET5b-CB4851_UK-a7bfa-5b10e.bam 21.5025 2134373643
BGI3-RET5b-JU311-351d6-f825d.bam 20.3239 2003907254
BGI3-RET5b-CB4855_CGC-24596-4429b.bam 21.9598 2147597631
BGI3-RET5b-ED3052-5aee0-86c51.bam 30.6206 3037681259
BGI3-RET5b-QG536-ae082-e3dd7.bam 22.6336 2226488056
BGI3-RET5b-JU397-5e0d4-c0643.bam 29.2869 2889307610
BGI3-RET5b-KR314-bc823-69550.bam 29.5517 2896409690
BGI3-RET5b-WN2002-4536b-256d5.bam 22.51 2217064725
BGI3-RET5b-WN2018-1bd10-d8021.bam 21.0445 2033379915
BGI3-RET5b-QX1213-3c783-db17d.bam 24.7524 2418395386
BGI3-RET5b-WN2011-6009f-e7cfb.bam 26.0742 2535267295
BGI3-RET6a-ED3012-ecd1c-d24fb.bam 21.0488 2070969486
BGI3-RET5b-QX2265-0db9c-85d7d.bam 28.6648 2803696145
BGI3-RET6a-CB4853_CGC-a7b51-ae314.bam 30.9917 3058984456
BGI3-RET6a-CX11262-36643-04cb1.bam 30.4726 3002427014
BGI3-RET6a-JU1440-08af6-05696.bam 12.2542 1203310627
BGI3-RET6a-JU1395-1882c-bd5db.bam 15.0189 1486955622
BGI3-RET6a-EG4349-fc3c5-8e5fa.bam 28.4949 2804618967
BGI3-RET6a-JU1212-1807e-4a7ca.bam 27.9182 2721520046
BGI3-RET6a-JU792-e185a-1d271.bam 21.7738 2133278820
BGI3-RET6a-PX179-165c6-8c6e2.bam 21.5815 2135752690
BGI3-RET6a-NIC236-c1118-a3130.bam 19.3134 1877838674
BGI3-RET6a-QX1214-0ab60-fdc35.bam 21.9071 2156243141
BGI3-RET6a-NIC199-19eb0-b0d4f.bam 26.9925 2632005024
BGI3-RET6b-CB4857_UK-fe7b5-d0fa6.bam 24.52 2397692224
BGI3-RET6b-GXW1-c2310-33b2d.bam 23.4521 2316116829
BGI3-RET6b-JU1581-063e2-ce92b.bam 23.4615 2296816941
BGI3-RET6b-JU2001-eee26-dead7.bam 20.0283 1942323795
BGI3-RET6b-JU406-d2a8f-2130e.bam 18.3144 1813240177
BGI3-RET6b-N2_HRH-5978e-8eb88.bam 18.092 1788766868
BGI3-RET6b-JU393-c282a-4354d.bam 25.2972 2494009777
BGI3-RET6b-QG538-e65a5-39768.bam 21.1217 2055272644
BGI3-RET6b-PB303-2d2ed-6ac46.bam 23.4265 2309354024
BGI3-RET6b-QX2266-37571-2f8c3.bam 22.7335 2225086078
BGI3-RET6b-WN2001-53235-cf6b8.bam 20.7609 2028080957
BGI3-RET7a-CB4854-6e4f4-b4c61.bam 19.986 1956365377
BGI3-RET7a-CX11271-44026-aacee.bam 19.1768 1898643563
BGI3-RET7a-EG4946-a79af-caee1.bam 17.4447 1698417110
BGI3-RET7a-ED3040-23d80-6d1f1.bam 25.2096 2483757489
BGI3-RET6b-WN2017-7b2e7-efcc6.bam 35.1423 3435286722
BGI3-RET7a-ED3077-c376c-e5cef.bam 25.6283 2527425524
BGI3-RET7a-JU847-2deb2-7f81d.bam 16.2896 1573625238
BGI3-RET7a-JU774-c0bfd-01017.bam 25.5046 2494572416
BGI3-RET7a-JU323-c8f0d-ef125.bam 28.1763 2782692655
BGI3-RET7a-NIC200-7cda9-22817.bam 21.2735 2065330383
BGI3-RET7a-QG558-110a8-2f04d.bam 15.9137 1524700028
BGI3-RET7a-PS2025-740ad-10109.bam 21.4026 2098253467
BGI3-RET7a-MY18-2a992-64242.bam 28.1896 2759171196
BGI3-RET7b-JU1530-ebf81-b9a78.bam 14.2718 1383601748
BGI3-RET7b-CB4932-21504-d5879.bam 22.7451 2237392522
BGI3-RET7b-JU561-10864-fba57.bam 20.6267 2036117378
BGI3-RET7b-JU367-0da69-4f6c1.bam 25.4783 2535351738
BGI3-RET7b-QG537-2b4d7-74a21.bam 25.7437 2532745723
BGI3-RET7b-WN2010-09007-1c8e8.bam 21.9434 2118721150
BGI3-RET7b-QX1216-2f006-427ea.bam 25.6553 2458166857
BGI3-RET7b-WN2013-94ec6-6d6b2.bam 25.5902 2477947643
BGI3-RET7b-WN2020-8d530-4f162.bam 21.1886 2051618137
BGI3-RET7b-WN2019-5ef36-420c1.bam 25.4451 2482178169
BGI3-RET7b-WN2016-322eb-9321d.bam 31.5639 3088627368
03_RET1a.txt 35.7542 3581273025
